City,State short,State full,County
Middle River,MD,Maryland,BALTIMORE
Essex,MD,Maryland,BALTIMORE
Dundalk,MD,Maryland,BALTIMORE
Brooklyn,MD,Maryland,BALTIMORE CITY
Curtis Bay,MD,Maryland,ANNE ARUNDEL
Halethorpe,MD,Maryland,BALTIMORE
Catonsville,MD,Maryland,BALTIMORE
Parkville,MD,Maryland,BALTIMORE
Nottingham,MD,Maryland,BALTIMORE
Rosedale,MD,Maryland,BALTIMORE
Baltimore,MD,Maryland,ANNE ARUNDEL
Windsor Mill,MD,Maryland,BALTIMORE
Baltimore,MD,Maryland,BALTIMORE
Annapolis,MD,Maryland,ANNE ARUNDEL
Cumberland,MD,Maryland,ALLEGANY
Accident,MD,Maryland,GARRETT
Barton,MD,Maryland,ALLEGANY
Bittinger,MD,Maryland,GARRETT
Bloomington,MD,Maryland,GARRETT
Corriganville,MD,Maryland,ALLEGANY
Eckhart Mines,MD,Maryland,ALLEGANY
Ellerslie,MD,Maryland,ALLEGANY
Flintstone,MD,Maryland,ALLEGANY
Friendsville,MD,Maryland,GARRETT
Frostburg,MD,Maryland,ALLEGANY
Grantsville,MD,Maryland,GARRETT
Kitzmiller,MD,Maryland,GARRETT
Lonaconing,MD,Maryland,ALLEGANY
Luke,MD,Maryland,ALLEGANY
Mc Henry,MD,Maryland,GARRETT
Midland,MD,Maryland,ALLEGANY
Midlothian,MD,Maryland,ALLEGANY
Mount Savage,MD,Maryland,ALLEGANY
Oakland,MD,Maryland,GARRETT
Oldtown,MD,Maryland,ALLEGANY
Pinto,MD,Maryland,ALLEGANY
Rawlings,MD,Maryland,ALLEGANY
Spring Gap,MD,Maryland,ALLEGANY
Swanton,MD,Maryland,GARRETT
Westernport,MD,Maryland,ALLEGANY
Easton,MD,Maryland,TALBOT
Barclay,MD,Maryland,QUEEN ANNES
Bethlehem,MD,Maryland,CAROLINE
Betterton,MD,Maryland,KENT
Bozman,MD,Maryland,TALBOT
Cambridge,MD,Maryland,DORCHESTER
Centreville,MD,Maryland,QUEEN ANNES
Chester,MD,Maryland,QUEEN ANNES
Chestertown,MD,Maryland,KENT
Church Creek,MD,Maryland,DORCHESTER
Church Hill,MD,Maryland,QUEEN ANNES
Claiborne,MD,Maryland,TALBOT
Cordova,MD,Maryland,TALBOT
Crapo,MD,Maryland,DORCHESTER
Crocheron,MD,Maryland,DORCHESTER
Crumpton,MD,Maryland,QUEEN ANNES
Denton,MD,Maryland,CAROLINE
East New Market,MD,Maryland,DORCHESTER
Federalsburg,MD,Maryland,CAROLINE
Fishing Creek,MD,Maryland,DORCHESTER
Galena,MD,Maryland,KENT
Goldsboro,MD,Maryland,CAROLINE
Grasonville,MD,Maryland,QUEEN ANNES
Greensboro,MD,Maryland,CAROLINE
Henderson,MD,Maryland,CAROLINE
Hillsboro,MD,Maryland,CAROLINE
Hurlock,MD,Maryland,DORCHESTER
Ingleside,MD,Maryland,QUEEN ANNES
Kennedyville,MD,Maryland,KENT
Mcdaniel,MD,Maryland,TALBOT
Madison,MD,Maryland,DORCHESTER
Marydel,MD,Maryland,CAROLINE
Massey,MD,Maryland,KENT
Millington,MD,Maryland,KENT
Neavitt,MD,Maryland,TALBOT
Newcomb,MD,Maryland,TALBOT
Oxford,MD,Maryland,TALBOT
Preston,MD,Maryland,CAROLINE
Price,MD,Maryland,QUEEN ANNES
Queen Anne,MD,Maryland,QUEEN ANNES
Queenstown,MD,Maryland,QUEEN ANNES
Rhodesdale,MD,Maryland,DORCHESTER
Ridgely,MD,Maryland,CAROLINE
Rock Hall,MD,Maryland,KENT
Royal Oak,MD,Maryland,TALBOT
Saint Michaels,MD,Maryland,TALBOT
Secretary,MD,Maryland,DORCHESTER
Sherwood,MD,Maryland,TALBOT
Stevensville,MD,Maryland,QUEEN ANNES
Still Pond,MD,Maryland,KENT
Sudlersville,MD,Maryland,QUEEN ANNES
Taylors Island,MD,Maryland,DORCHESTER
Templeville,MD,Maryland,CAROLINE
Tilghman,MD,Maryland,TALBOT
Toddville,MD,Maryland,DORCHESTER
Trappe,MD,Maryland,TALBOT
Wingate,MD,Maryland,DORCHESTER
Wittman,MD,Maryland,TALBOT
Woolford,MD,Maryland,DORCHESTER
Worton,MD,Maryland,KENT
Wye Mills,MD,Maryland,TALBOT
Chestertown,MD,Maryland,QUEEN ANNES
Frederick,MD,Maryland,FREDERICK
Adamstown,MD,Maryland,FREDERICK
Big Pool,MD,Maryland,WASHINGTON
Boonsboro,MD,Maryland,WASHINGTON
Braddock Heights,MD,Maryland,FREDERICK
Brownsville,MD,Maryland,WASHINGTON
Brunswick,MD,Maryland,FREDERICK
Buckeystown,MD,Maryland,FREDERICK
Burkittsville,MD,Maryland,FREDERICK
Cascade,MD,Maryland,WASHINGTON
Cavetown,MD,Maryland,WASHINGTON
Chewsville,MD,Maryland,WASHINGTON
Clear Spring,MD,Maryland,WASHINGTON
Cooksville,MD,Maryland,HOWARD
Emmitsburg,MD,Maryland,FREDERICK
Fairplay,MD,Maryland,WASHINGTON
Funkstown,MD,Maryland,WASHINGTON
Glenelg,MD,Maryland,HOWARD
Glenwood,MD,Maryland,HOWARD
Hagerstown,MD,Maryland,WASHINGTON
Hancock,MD,Maryland,WASHINGTON
Ijamsville,MD,Maryland,FREDERICK
Jefferson,MD,Maryland,FREDERICK
Keedysville,MD,Maryland,WASHINGTON
Keymar,MD,Maryland,CARROLL
Knoxville,MD,Maryland,FREDERICK
Ladiesburg,MD,Maryland,FREDERICK
Libertytown,MD,Maryland,FREDERICK
Lisbon,MD,Maryland,HOWARD
Little Orleans,MD,Maryland,ALLEGANY
Maugansville,MD,Maryland,WASHINGTON
Middletown,MD,Maryland,FREDERICK
Monrovia,MD,Maryland,FREDERICK
Mount Airy,MD,Maryland,FREDERICK
Myersville,MD,Maryland,FREDERICK
New Market,MD,Maryland,FREDERICK
New Midway,MD,Maryland,FREDERICK
New Windsor,MD,Maryland,CARROLL
Point Of Rocks,MD,Maryland,FREDERICK
Rocky Ridge,MD,Maryland,FREDERICK
Rohrersville,MD,Maryland,WASHINGTON
Sabillasville,MD,Maryland,FREDERICK
Saint James,MD,Maryland,WASHINGTON
Sharpsburg,MD,Maryland,WASHINGTON
Smithsburg,MD,Maryland,WASHINGTON
Sykesville,MD,Maryland,CARROLL
Taneytown,MD,Maryland,CARROLL
Thurmont,MD,Maryland,FREDERICK
Tuscarora,MD,Maryland,FREDERICK
Union Bridge,MD,Maryland,CARROLL
Unionville,MD,Maryland,FREDERICK
Walkersville,MD,Maryland,FREDERICK
West Friendship,MD,Maryland,HOWARD
Williamsport,MD,Maryland,WASHINGTON
Woodbine,MD,Maryland,HOWARD
Woodsboro,MD,Maryland,FREDERICK
Salisbury,MD,Maryland,WICOMICO
Allen,MD,Maryland,WICOMICO
Berlin,MD,Maryland,WORCESTER
Bishopville,MD,Maryland,WORCESTER
Bivalve,MD,Maryland,WICOMICO
Crisfield,MD,Maryland,SOMERSET
Deal Island,MD,Maryland,SOMERSET
Eden,MD,Maryland,WORCESTER
Ewell,MD,Maryland,SOMERSET
Fruitland,MD,Maryland,WICOMICO
Girdletree,MD,Maryland,WORCESTER
Hebron,MD,Maryland,WICOMICO
Linkwood,MD,Maryland,DORCHESTER
Manokin,MD,Maryland,SOMERSET
Mardela Springs,MD,Maryland,WICOMICO
Marion Station,MD,Maryland,SOMERSET
Nanticoke,MD,Maryland,WICOMICO
Newark,MD,Maryland,WORCESTER
Ocean City,MD,Maryland,WORCESTER
Parsonsburg,MD,Maryland,WICOMICO
Pittsville,MD,Maryland,WICOMICO
Pocomoke City,MD,Maryland,WORCESTER
Powellville,MD,Maryland,WICOMICO
Princess Anne,MD,Maryland,SOMERSET
Quantico,MD,Maryland,WICOMICO
Rehobeth,MD,Maryland,SOMERSET
Sharptown,MD,Maryland,WICOMICO
Showell,MD,Maryland,WORCESTER
Snow Hill,MD,Maryland,WORCESTER
Stockton,MD,Maryland,WORCESTER
Tyaskin,MD,Maryland,WICOMICO
Tylerton,MD,Maryland,SOMERSET
Upper Fairmount,MD,Maryland,SOMERSET
Vienna,MD,Maryland,DORCHESTER
Westover,MD,Maryland,SOMERSET
Whaleyville,MD,Maryland,WORCESTER
Willards,MD,Maryland,WICOMICO
Delmar,MD,Maryland,WICOMICO
North East,MD,Maryland,CECIL
Perry Point,MD,Maryland,CECIL
Perryville,MD,Maryland,CECIL
Port Deposit,MD,Maryland,CECIL
Rising Sun,MD,Maryland,CECIL
Warwick,MD,Maryland,CECIL
Cecilton,MD,Maryland,CECIL
Charlestown,MD,Maryland,CECIL
Chesapeake City,MD,Maryland,CECIL
Childs,MD,Maryland,CECIL
Colora,MD,Maryland,CECIL
Conowingo,MD,Maryland,CECIL
Earleville,MD,Maryland,CECIL
Elk Mills,MD,Maryland,CECIL
Elkton,MD,Maryland,CECIL
Georgetown,MD,Maryland,CECIL
Annandale,VA,Virginia,FAIRFAX
Burke,VA,Virginia,FAIRFAX
Dumfries,VA,Virginia,PRINCE WILLIAM
Dunn Loring,VA,Virginia,FAIRFAX
Fairfax,VA,Virginia,FAIRFAX CITY
Fairfax,VA,Virginia,FAIRFAX
Fairfax Station,VA,Virginia,FAIRFAX
Falls Church,VA,Virginia,FALLS CHURCH CITY
Falls Church,VA,Virginia,FAIRFAX
Fort Belvoir,VA,Virginia,FAIRFAX
Great Falls,VA,Virginia,FAIRFAX
Greenway,VA,Virginia,FAIRFAX
Lorton,VA,Virginia,FAIRFAX
Merrifield,VA,Virginia,FAIRFAX
Mc Lean,VA,Virginia,FAIRFAX
West Mclean,VA,Virginia,FAIRFAX
Mount Vernon,VA,Virginia,FAIRFAX
Newington,VA,Virginia,FAIRFAX
Oakton,VA,Virginia,FAIRFAX
Occoquan,VA,Virginia,PRINCE WILLIAM
Quantico,VA,Virginia,PRINCE WILLIAM
Quantico,VA,Virginia,STAFFORD
Springfield,VA,Virginia,FAIRFAX
Triangle,VA,Virginia,PRINCE WILLIAM
Vienna,VA,Virginia,FAIRFAX
Woodbridge,VA,Virginia,PRINCE WILLIAM
WDBG,VA,Virginia,PRINCE WILLIAM
Arlington,VA,Virginia,ARLINGTON
Fort Myer,VA,Virginia,ARLINGTON
FDIC,VA,Virginia,ARLINGTON
Alexandria,VA,Virginia,ALEXANDRIA CITY
Alexandria,VA,Virginia,FAIRFAX
Fredericksburg,VA,Virginia,FREDERICKSBURG CITY
Fredericksburg,VA,Virginia,STAFFORD
Fredericksburg,VA,Virginia,SPOTSYLVANIA
Bowling Green,VA,Virginia,CAROLINE
Brooke,VA,Virginia,STAFFORD
Burgess,VA,Virginia,NORTHUMBERLAND
Burr Hill,VA,Virginia,ORANGE
Callao,VA,Virginia,NORTHUMBERLAND
Caret,VA,Virginia,ESSEX
Center Cross,VA,Virginia,ESSEX
Champlain,VA,Virginia,ESSEX
Coles Point,VA,Virginia,WESTMORELAND
Colonial Beach,VA,Virginia,WESTMORELAND
Corbin,VA,Virginia,CAROLINE
Dahlgren,VA,Virginia,KING GEORGE
Dogue,VA,Virginia,KING GEORGE
Dunnsville,VA,Virginia,ESSEX
Edwardsville,VA,Virginia,NORTHUMBERLAND
Farnham,VA,Virginia,RICHMOND
Garrisonville,VA,Virginia,STAFFORD
Hague,VA,Virginia,WESTMORELAND
Hartwood,VA,Virginia,STAFFORD
Haynesville,VA,Virginia,RICHMOND
Heathsville,VA,Virginia,NORTHUMBERLAND
Hustle,VA,Virginia,ESSEX
Irvington,VA,Virginia,LANCASTER
Jersey,VA,Virginia,KING GEORGE
Kilmarnock,VA,Virginia,LANCASTER
King George,VA,Virginia,KING GEORGE
Kinsale,VA,Virginia,WESTMORELAND
Ladysmith,VA,Virginia,CAROLINE
Lancaster,VA,Virginia,LANCASTER
Laneview,VA,Virginia,ESSEX
Lively,VA,Virginia,LANCASTER
Locust Grove,VA,Virginia,ORANGE
Loretto,VA,Virginia,ESSEX
Lottsburg,VA,Virginia,NORTHUMBERLAND
Merry Point,VA,Virginia,LANCASTER
Milford,VA,Virginia,CAROLINE
Mollusk,VA,Virginia,LANCASTER
Montross,VA,Virginia,WESTMORELAND
Morattico,VA,Virginia,LANCASTER
Mount Holly,VA,Virginia,WESTMORELAND
Ninde,VA,Virginia,KING GEORGE
Nuttsville,VA,Virginia,LANCASTER
Oldhams,VA,Virginia,WESTMORELAND
Ophelia,VA,Virginia,NORTHUMBERLAND
Partlow,VA,Virginia,SPOTSYLVANIA
Port Royal,VA,Virginia,CAROLINE
Rappahannock Academy,VA,Virginia,CAROLINE
Reedville,VA,Virginia,NORTHUMBERLAND
Rhoadesville,VA,Virginia,ORANGE
Rollins Fork,VA,Virginia,KING GEORGE
Ruby,VA,Virginia,STAFFORD
Ruther Glen,VA,Virginia,CAROLINE
Sealston,VA,Virginia,KING GEORGE
Sharps,VA,Virginia,RICHMOND
Spotsylvania,VA,Virginia,SPOTSYLVANIA
Sparta,VA,Virginia,CAROLINE
Stafford,VA,Virginia,STAFFORD
Stratford,VA,Virginia,WESTMORELAND
Tappahannock,VA,Virginia,ESSEX
Thornburg,VA,Virginia,SPOTSYLVANIA
Unionville,VA,Virginia,ORANGE
Village,VA,Virginia,RICHMOND
Warsaw,VA,Virginia,RICHMOND
Weems,VA,Virginia,LANCASTER
Sandy Point,VA,Virginia,WESTMORELAND
White Stone,VA,Virginia,LANCASTER
Wicomico Church,VA,Virginia,NORTHUMBERLAND
Woodford,VA,Virginia,CAROLINE
Zacata,VA,Virginia,WESTMORELAND
Winchester,VA,Virginia,WINCHESTER CITY
Winchester,VA,Virginia,FREDERICK
Bentonville,VA,Virginia,WARREN
Berryville,VA,Virginia,CLARKE
Boyce,VA,Virginia,CLARKE
Brucetown,VA,Virginia,FREDERICK
Chester Gap,VA,Virginia,RAPPAHANNOCK
Clear Brook,VA,Virginia,FREDERICK
Cross Junction,VA,Virginia,FREDERICK
Fishers Hill,VA,Virginia,SHENANDOAH
Flint Hill,VA,Virginia,RAPPAHANNOCK
Front Royal,VA,Virginia,WARREN
Gore,VA,Virginia,FREDERICK
Hume,VA,Virginia,FAUQUIER
Huntly,VA,Virginia,RAPPAHANNOCK
Strasburg,VA,Virginia,SHENANDOAH
Linden,VA,Virginia,WARREN
Markham,VA,Virginia,FAUQUIER
Maurertown,VA,Virginia,SHENANDOAH
Middletown,VA,Virginia,FREDERICK
Millwood,VA,Virginia,CLARKE
Middletown,VA,Virginia,WARREN
Rileyville,VA,Virginia,PAGE
Fort Valley,VA,Virginia,SHENANDOAH
Star Tannery,VA,Virginia,FREDERICK
Stephens City,VA,Virginia,FREDERICK
Stephenson,VA,Virginia,FREDERICK
Toms Brook,VA,Virginia,SHENANDOAH
White Post,VA,Virginia,CLARKE
Woodstock,VA,Virginia,SHENANDOAH
Culpeper,VA,Virginia,CULPEPER
Aroda,VA,Virginia,MADISON
Banco,VA,Virginia,MADISON
Bealeton,VA,Virginia,FAUQUIER
Boston,VA,Virginia,CULPEPER
Brandy Station,VA,Virginia,CULPEPER
Brightwood,VA,Virginia,MADISON
Castleton,VA,Virginia,RAPPAHANNOCK
Elkwood,VA,Virginia,CULPEPER
Etlan,VA,Virginia,MADISON
Goldvein,VA,Virginia,FAUQUIER
Haywood,VA,Virginia,MADISON
Hood,VA,Virginia,MADISON
Jeffersonton,VA,Virginia,CULPEPER
Leon,VA,Virginia,MADISON
Lignum,VA,Virginia,CULPEPER
Madison,VA,Virginia,MADISON
Midland,VA,Virginia,FAUQUIER
Mitchells,VA,Virginia,CULPEPER
Oakpark,VA,Virginia,MADISON
Pratts,VA,Virginia,MADISON
Radiant,VA,Virginia,MADISON
Rapidan,VA,Virginia,CULPEPER
Remington,VA,Virginia,FAUQUIER
Reva,VA,Virginia,MADISON
Richardsville,VA,Virginia,CULPEPER
Rixeyville,VA,Virginia,CULPEPER
Rochelle,VA,Virginia,MADISON
Somerville,VA,Virginia,FAUQUIER
Sperryville,VA,Virginia,RAPPAHANNOCK
Stevensburg,VA,Virginia,CULPEPER
Sumerduck,VA,Virginia,FAUQUIER
Syria,VA,Virginia,MADISON
Viewtown,VA,Virginia,CULPEPER
Washington,VA,Virginia,RAPPAHANNOCK
Wolftown,VA,Virginia,MADISON
Woodville,VA,Virginia,RAPPAHANNOCK
Harrisonburg,VA,Virginia,HARRISONBURG CITY
Basye,VA,Virginia,SHENANDOAH
Bergton,VA,Virginia,ROCKINGHAM
Bridgewater,VA,Virginia,ROCKINGHAM
Broadway,VA,Virginia,ROCKINGHAM
Criders,VA,Virginia,ROCKINGHAM
Dayton,VA,Virginia,ROCKINGHAM
Edinburg,VA,Virginia,SHENANDOAH
Elkton,VA,Virginia,ROCKINGHAM
Fulks Run,VA,Virginia,ROCKINGHAM
Hinton,VA,Virginia,ROCKINGHAM
Keezletown,VA,Virginia,ROCKINGHAM
Lacey Spring,VA,Virginia,ROCKINGHAM
Linville,VA,Virginia,ROCKINGHAM
Luray,VA,Virginia,PAGE
Mc Gaheysville,VA,Virginia,ROCKINGHAM
Mount Crawford,VA,Virginia,ROCKINGHAM
Mount Jackson,VA,Virginia,SHENANDOAH
Mount Solon,VA,Virginia,AUGUSTA
New Market,VA,Virginia,SHENANDOAH
Orkney Springs,VA,Virginia,SHENANDOAH
Penn Laird,VA,Virginia,ROCKINGHAM
Quicksburg,VA,Virginia,SHENANDOAH
Pleasant Valley,VA,Virginia,ROCKINGHAM
Shenandoah,VA,Virginia,PAGE
Singers Glen,VA,Virginia,ROCKINGHAM
Stanley,VA,Virginia,PAGE
Timberville,VA,Virginia,ROCKINGHAM
Charlottesville,VA,Virginia,ALBEMARLE
Charlottesville,VA,Virginia,CHARLOTTESVILLE CITY
Afton,VA,Virginia,NELSON
Arrington,VA,Virginia,NELSON
Barboursville,VA,Virginia,ORANGE
Batesville,VA,Virginia,ALBEMARLE
Covesville,VA,Virginia,ALBEMARLE
Crozet,VA,Virginia,ALBEMARLE
Dyke,VA,Virginia,GREENE
Earlysville,VA,Virginia,ALBEMARLE
Esmont,VA,Virginia,ALBEMARLE
Faber,VA,Virginia,NELSON
Fishersville,VA,Virginia,AUGUSTA
Free Union,VA,Virginia,ALBEMARLE
Gordonsville,VA,Virginia,ORANGE
Greenwood,VA,Virginia,ALBEMARLE
Ivy,VA,Virginia,ALBEMARLE
Keene,VA,Virginia,ALBEMARLE
Keswick,VA,Virginia,ALBEMARLE
Locust Dale,VA,Virginia,MADISON
Lovingston,VA,Virginia,NELSON
Lyndhurst,VA,Virginia,AUGUSTA
Montpelier Station,VA,Virginia,ORANGE
Nellysford,VA,Virginia,NELSON
North Garden,VA,Virginia,ALBEMARLE
Orange,VA,Virginia,ORANGE
Palmyra,VA,Virginia,FLUVANNA
Piney River,VA,Virginia,NELSON
Quinque,VA,Virginia,GREENE
Roseland,VA,Virginia,NELSON
Ruckersville,VA,Virginia,GREENE
Schuyler,VA,Virginia,NELSON
Shipman,VA,Virginia,NELSON
Somerset,VA,Virginia,ORANGE
Stanardsville,VA,Virginia,GREENE
Troy,VA,Virginia,FLUVANNA
Tyro,VA,Virginia,NELSON
Waynesboro,VA,Virginia,WAYNESBORO CITY
White Hall,VA,Virginia,ALBEMARLE
Woodberry Forest,VA,Virginia,MADISON
Achilles,VA,Virginia,GLOUCESTER
Amelia Court House,VA,Virginia,AMELIA
Ark,VA,Virginia,GLOUCESTER
Arvonia,VA,Virginia,BUCKINGHAM
Ashland,VA,Virginia,HANOVER
Aylett,VA,Virginia,KING WILLIAM
Barhamsville,VA,Virginia,NEW KENT
Beaumont,VA,Virginia,GOOCHLAND
Beaverdam,VA,Virginia,HANOVER
Bena,VA,Virginia,GLOUCESTER
Bohannon,VA,Virginia,MATHEWS
Bremo Bluff,VA,Virginia,FLUVANNA
Bruington,VA,Virginia,KING AND QUEEN
Bumpass,VA,Virginia,LOUISA
Cardinal,VA,Virginia,MATHEWS
Cartersville,VA,Virginia,CUMBERLAND
Charles City,VA,Virginia,CHARLES CITY
Christchurch,VA,Virginia,MIDDLESEX
Church View,VA,Virginia,MIDDLESEX
Cobbs Creek,VA,Virginia,MATHEWS
Columbia,VA,Virginia,GOOCHLAND
Crozier,VA,Virginia,GOOCHLAND
Cumberland,VA,Virginia,CUMBERLAND
Deltaville,VA,Virginia,MIDDLESEX
Diggs,VA,Virginia,MATHEWS
Doswell,VA,Virginia,HANOVER
Dutton,VA,Virginia,GLOUCESTER
Fork Union,VA,Virginia,FLUVANNA
Foster,VA,Virginia,MATHEWS
Glen Allen,VA,Virginia,HENRICO
Gloucester,VA,Virginia,GLOUCESTER
Gloucester Point,VA,Virginia,GLOUCESTER
Goochland,VA,Virginia,GOOCHLAND
Grimstead,VA,Virginia,MATHEWS
Gum Spring,VA,Virginia,GOOCHLAND
Gwynn,VA,Virginia,MATHEWS
Hadensville,VA,Virginia,GOOCHLAND
Hallieford,VA,Virginia,MATHEWS
Hanover,VA,Virginia,HANOVER
Hardyville,VA,Virginia,MIDDLESEX
Hartfield,VA,Virginia,MIDDLESEX
Hayes,VA,Virginia,GLOUCESTER
Henrico,VA,Virginia,HENRICO
Hudgins,VA,Virginia,MATHEWS
Jamaica,VA,Virginia,MIDDLESEX
Jamestown,VA,Virginia,JAMES CITY
Jetersville,VA,Virginia,AMELIA
Kents Store,VA,Virginia,FLUVANNA
King And Queen Court House,VA,Virginia,KING AND QUEEN
King William,VA,Virginia,KING WILLIAM
Lanexa,VA,Virginia,NEW KENT
Lightfoot,VA,Virginia,YORK
Little Plymouth,VA,Virginia,KING AND QUEEN
Locust Hill,VA,Virginia,MIDDLESEX
Louisa,VA,Virginia,LOUISA
Maidens,VA,Virginia,GOOCHLAND
Manakin Sabot,VA,Virginia,GOOCHLAND
Mannboro,VA,Virginia,AMELIA
Manquin,VA,Virginia,KING WILLIAM
Maryus,VA,Virginia,GLOUCESTER
Mascot,VA,Virginia,KING AND QUEEN
Mathews,VA,Virginia,MATHEWS
Mattaponi,VA,Virginia,KING AND QUEEN
Mechanicsville,VA,Virginia,HANOVER
Midlothian,VA,Virginia,CHESTERFIELD
Millers Tavern,VA,Virginia,ESSEX
Mineral,VA,Virginia,LOUISA
Moon,VA,Virginia,MATHEWS
Moseley,VA,Virginia,CHESTERFIELD
New Canton,VA,Virginia,BUCKINGHAM
New Kent,VA,Virginia,NEW KENT
New Point,VA,Virginia,MATHEWS
Newtown,VA,Virginia,KING AND QUEEN
Norge,VA,Virginia,JAMES CITY
North,VA,Virginia,MATHEWS
Oilville,VA,Virginia,GOOCHLAND
Onemo,VA,Virginia,MATHEWS
Ordinary,VA,Virginia,GLOUCESTER
Port Haywood,VA,Virginia,MATHEWS
Powhatan,VA,Virginia,POWHATAN
Providence Forge,VA,Virginia,NEW KENT
Quinton,VA,Virginia,NEW KENT
Rockville,VA,Virginia,HANOVER
Ruthville,VA,Virginia,CHARLES CITY
Saint Stephens Church,VA,Virginia,KING AND QUEEN
Saluda,VA,Virginia,MIDDLESEX
Sandston,VA,Virginia,HENRICO
Sandy Hook,VA,Virginia,GOOCHLAND
Schley,VA,Virginia,GLOUCESTER
Severn,VA,Virginia,GLOUCESTER
Shacklefords,VA,Virginia,KING AND QUEEN
State Farm,VA,Virginia,GOOCHLAND
Stevensville,VA,Virginia,KING AND QUEEN
Studley,VA,Virginia,HANOVER
Susan,VA,Virginia,MATHEWS
Toano,VA,Virginia,JAMES CITY
Topping,VA,Virginia,MIDDLESEX
Trevilians,VA,Virginia,LOUISA
Richmond,VA,Virginia,RICHMOND CITY
Urbanna,VA,Virginia,MIDDLESEX
Wake,VA,Virginia,MIDDLESEX
Walkerton,VA,Virginia,KING AND QUEEN
Ware Neck,VA,Virginia,GLOUCESTER
Water View,VA,Virginia,MIDDLESEX
West Point,VA,Virginia,KING WILLIAM
White Marsh,VA,Virginia,GLOUCESTER
Wicomico,VA,Virginia,GLOUCESTER
Williamsburg,VA,Virginia,JAMES CITY
Williamsburg,VA,Virginia,WILLIAMSBURG CITY
Woods Cross Roads,VA,Virginia,GLOUCESTER
Montpelier,VA,Virginia,HANOVER
Richmond,VA,Virginia,HENRICO
Richmond,VA,Virginia,CHESTERFIELD
Henrico,VA,Virginia,RICHMOND CITY
Accomac,VA,Virginia,ACCOMACK
Assawoman,VA,Virginia,ACCOMACK
Atlantic,VA,Virginia,ACCOMACK
Battery Park,VA,Virginia,ISLE OF WIGHT
Belle Haven,VA,Virginia,ACCOMACK
Birdsnest,VA,Virginia,NORTHAMPTON
Bloxom,VA,Virginia,ACCOMACK
Cape Charles,VA,Virginia,NORTHAMPTON
Capeville,VA,Virginia,NORTHAMPTON
Carrollton,VA,Virginia,ISLE OF WIGHT
Carrsville,VA,Virginia,ISLE OF WIGHT
Cheriton,VA,Virginia,NORTHAMPTON
Chesapeake,VA,Virginia,CHESAPEAKE CITY
Chincoteague Island,VA,Virginia,ACCOMACK
Wallops Island,VA,Virginia,ACCOMACK
Craddockville,VA,Virginia,ACCOMACK
Davis Wharf,VA,Virginia,ACCOMACK
Eastville,VA,Virginia,NORTHAMPTON
Exmore,VA,Virginia,NORTHAMPTON
Franktown,VA,Virginia,NORTHAMPTON
Greenbackville,VA,Virginia,ACCOMACK
Greenbush,VA,Virginia,ACCOMACK
Hacksneck,VA,Virginia,ACCOMACK
Hallwood,VA,Virginia,ACCOMACK
Harborton,VA,Virginia,ACCOMACK
Horntown,VA,Virginia,ACCOMACK
Oak Hall,VA,Virginia,ACCOMACK
Isle Of Wight,VA,Virginia,ISLE OF WIGHT
Jamesville,VA,Virginia,NORTHAMPTON
Jenkins Bridge,VA,Virginia,ACCOMACK
Keller,VA,Virginia,ACCOMACK
Locustville,VA,Virginia,ACCOMACK
Machipongo,VA,Virginia,NORTHAMPTON
Mappsville,VA,Virginia,ACCOMACK
Marionville,VA,Virginia,NORTHAMPTON
Mears,VA,Virginia,ACCOMACK
Melfa,VA,Virginia,ACCOMACK
Modest Town,VA,Virginia,ACCOMACK
Nassawadox,VA,Virginia,NORTHAMPTON
Nelsonia,VA,Virginia,ACCOMACK
New Church,VA,Virginia,ACCOMACK
Onancock,VA,Virginia,ACCOMACK
Onley,VA,Virginia,ACCOMACK
Oyster,VA,Virginia,NORTHAMPTON
Painter,VA,Virginia,ACCOMACK
Parksley,VA,Virginia,ACCOMACK
Pungoteague,VA,Virginia,ACCOMACK
Quinby,VA,Virginia,ACCOMACK
Rescue,VA,Virginia,ISLE OF WIGHT
Sanford,VA,Virginia,ACCOMACK
Saxis,VA,Virginia,ACCOMACK
Seaview,VA,Virginia,NORTHAMPTON
Smithfield,VA,Virginia,ISLE OF WIGHT
Suffolk,VA,Virginia,SUFFOLK CITY
Tangier,VA,Virginia,ACCOMACK
Tasley,VA,Virginia,ACCOMACK
Temperanceville,VA,Virginia,ACCOMACK
Townsend,VA,Virginia,NORTHAMPTON
Virginia Beach,VA,Virginia,VIRGINIA BEACH CITY
VAB,VA,Virginia,VIRGINIA BEACH CITY
Wachapreague,VA,Virginia,ACCOMACK
Wardtown,VA,Virginia,NORTHAMPTON
Wattsville,VA,Virginia,ACCOMACK
Willis Wharf,VA,Virginia,NORTHAMPTON
Windsor,VA,Virginia,ISLE OF WIGHT
Withams,VA,Virginia,ACCOMACK
Norfolk,VA,Virginia,NORFOLK CITY
Newport News,VA,Virginia,NEWPORT NEWS CITY
Fort Eustis,VA,Virginia,NEWPORT NEWS CITY
Hampton,VA,Virginia,HAMPTON CITY
Fort Monroe,VA,Virginia,HAMPTON CITY
Poquoson,VA,Virginia,POQUOSON CITY
Hampton,VA,Virginia,YORK
NASA,VA,Virginia,HAMPTON CITY
Yorktown,VA,Virginia,YORK
Lackey,VA,Virginia,YORK
Seaford,VA,Virginia,YORK
Portsmouth,VA,Virginia,PORTSMOUTH CITY
